time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-03-10T13:52:23.040Z,52.0346666666667,178.2545,0.74,1.97,ml,5,336,,0.09,av,av91051473,2022-03-11T01:38:37.070Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,2.89,1.36,0.26176356072015,6,reviewed,av,av
2022-03-10T13:30:34.958Z,36.8244,-115.905,10.8,0.4,ml,9,226.29,0.04,0.0899,nn,nn00835162,2022-03-10T21:23:36.267Z,"35 km NW of Indian Springs, Nevada",earthquake,,2.1,0.16,4,reviewed,nn,nn
2022-03-10T13:25:39.900Z,33.2456667,-116.1286667,10.49,1.22,ml,47,46,0.09557,0.2,ci,ci40204208,2022-03-10T18:16:30.080Z,"11km N of Ocotillo Wells, CA",earthquake,0.19,0.49,0.133,19,reviewed,ci,ci
2022-03-10T13:22:23.589Z,62.6881,-149.515,49.3,2.1,ml,,,,0.64,ak,ak02236bycgw,2022-03-10T13:48:30.252Z,"40 km NE of Chase, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-03-10T13:20:47.950Z,52.0806666666667,-174.354,7.83,0.33,ml,5,337,,0.09,av,av91051478,2022-03-11T01:42:44.050Z,"16 km SW of Atka, Alaska",earthquake,1.15,2.09,0.368533261586348,5,reviewed,av,av
2022-03-10T13:12:48.850Z,19.333,-155.210166666667,29.72,2.68,ml,48,74,,0.11,hv,hv72945852,2022-03-12T14:25:10.040Z,"12 km SSE of Volcano, Hawaii",earthquake,0.55,0.59,0.14830769120318,24,reviewed,hv,hv
2022-03-10T12:49:59.000Z,37.0336667,-121.4901667,9.18,1.51,md,47,45,0.009302,0.14,nc,nc73703771,2022-03-11T09:23:11.886Z,"8km ENE of Gilroy, CA",earthquake,0.24,0.42,0.196,41,reviewed,nc,nc
2022-03-10T12:43:50.100Z,35.6633333,-117.4388333,6.05,1.13,ml,23,95,0.07899,0.13,ci,ci40204200,2022-03-10T18:06:17.660Z,"12km SSW of Searles Valley, CA",earthquake,0.24,0.66,0.119,11,reviewed,ci,ci
2022-03-10T12:40:54.178Z,39.4097,143.6864,34.74,4.4,mb,,143,2.437,0.65,us,us6000h3jw,2022-03-10T13:27:48.040Z,"149 km E of Yamada, Japan",earthquake,8.5,6.2,0.109,25,reviewed,us,us
2022-03-10T12:37:42.900Z,38.1473,-117.9777,7.2,1.4,ml,15,132.87,0.017,0.1357,nn,nn00835149,2022-03-10T17:47:01.840Z,"29 km SSE of Mina, Nevada",earthquake,,1,0.51,6,reviewed,nn,nn
2022-03-10T12:36:08.070Z,38.8225,-122.8523333,2.47,1.29,md,46,62,0.006161,0.03,nc,nc73703751,2022-03-11T09:59:23.949Z,"10km WNW of The Geysers, CA",earthquake,0.12,0.24,0.137,8,reviewed,nc,nc
2022-03-10T12:33:52.400Z,38.8233333,-122.8525,2.89,1.26,md,46,62,0.005418,0.04,nc,nc73703776,2022-03-11T07:17:24.884Z,"10km WNW of The Geysers, CA",earthquake,0.14,0.22,0.198,11,reviewed,nc,nc
2022-03-10T12:22:09.090Z,38.7923317,-122.7593307,1.86,0.65,md,10,118,0.008287,0.02,nc,nc73703746,2022-03-10T13:20:10.413Z,"2km N of The Geysers, CA",earthquake,0.33,0.77,,1,automatic,nc,nc
2022-03-10T12:17:45.090Z,60.012,-153.0985,1.79,-1.01,ml,4,163,,0.07,av,av91508711,2022-03-10T20:24:22.440Z,"61 km ENE of Pedro Bay, Alaska",earthquake,0.4,2.38,0.0676570900540707,4,reviewed,av,av
2022-03-10T12:13:27.580Z,19.2676658630371,-155.396331787109,33.2099990844727,1.80999994,md,29,168,,0.129999995,hv,hv72945797,2022-03-10T12:16:31.960Z,"11 km NE of Pāhala, Hawaii",earthquake,0.71,1.33000004,0.899999976,3,automatic,hv,hv
2022-03-10T12:09:30.650Z,47.4241667,-113.0953333,13.6,0.91,ml,11,110,0.327,0.2,mb,mb80540079,2022-03-10T16:39:26.020Z,"40 km NE of Seeley Lake, Montana",earthquake,0.57,1.13,0.131,3,reviewed,mb,mb
2022-03-10T12:09:14.213Z,36.7545,-116.1458,4.2,0.8,ml,13,60.32,0.033,0.155,nn,nn00835148,2022-03-10T18:36:51.282Z,"47 km WNW of Indian Springs, Nevada",earthquake,,1.4,0.89,5,reviewed,nn,nn
2022-03-10T12:05:15.470Z,35.8793333,-117.6758333,4.12,0.95,ml,16,87,0.07147,0.22,ci,ci40204192,2022-03-10T14:19:04.535Z,"22km ESE of Little Lake, CA",earthquake,0.39,1,0.222,11,reviewed,ci,ci
2022-03-10T11:59:52.800Z,33.8371667,-117.7271667,8.42,1.02,ml,40,69,0.0525,0.19,ci,ci40204184,2022-03-10T17:24:47.810Z,"8km ENE of Villa Park, CA",earthquake,0.24,0.47,0.085,14,reviewed,ci,ci
2022-03-10T11:59:48.890Z,38.7663333,-122.7128333,1.78,1.42,md,6,125,0.01053,0.01,nc,nc73703741,2022-03-10T21:49:16.494Z,"2km WSW of Anderson Springs, CA",earthquake,0.57,0.52,,1,reviewed,nc,nc
2022-03-10T11:56:23.740Z,36.0753333,-119.9698333,4.13,1.67,md,25,173,0.2694,0.08,nc,nc73703736,2022-03-11T00:27:18.347Z,"8km N of Kettleman City, CA",earthquake,0.32,0.52,0.224,16,reviewed,nc,nc
2022-03-10T11:55:08.960Z,38.8311667,-122.8176667,1.63,1.36,md,46,48,0.009767,0.03,nc,nc73703731,2022-03-11T09:34:15.793Z,"8km NW of The Geysers, CA",earthquake,0.12,0.22,0.171,10,reviewed,nc,nc
2022-03-10T11:42:03.946Z,63.5349,-147.6844,13.5,1.5,ml,,,,0.54,ak,ak02236avq41,2022-03-10T11:44:45.325Z,"64 km ESE of Denali Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-03-10T11:15:55.550Z,44.417,-115.2225,5.36,1.72,ml,10,84,0.849,0.2,mb,mb80540059,2022-03-10T15:28:00.750Z,"31 km NW of Stanley, Idaho",earthquake,0.62,1.61,0.272,9,reviewed,mb,mb
2022-03-10T11:06:20.580Z,38.8050003,-122.8261642,1.72,0.36,md,6,114,0.004523,0.01,nc,nc73703726,2022-03-10T11:39:12.883Z,"7km WNW of The Geysers, CA",earthquake,0.9,1.35,,1,automatic,nc,nc
2022-03-10T11:04:26.140Z,32.2515,-115.288,2.57,1.7,ml,17,85,0.1681,0.24,ci,ci40204168,2022-03-10T17:13:31.393Z,"11km WNW of Alberto Oviedo Mota, B.C., MX",earthquake,0.36,0.8,0.213,9,reviewed,ci,ci
2022-03-10T11:04:12.808Z,62.818,-148.7401,6.9,1.4,ml,,,,0.91,ak,ak02236anlkw,2022-03-10T11:06:38.312Z,"Central Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-10T10:52:33.078Z,63.0803,-150.9589,129.6,1.7,ml,,,,0.3,ak,ak02236achx1,2022-03-10T10:55:03.525Z,"64 km SE of Denali National Park, Alaska",earthquake,,1.5,,,automatic,ak,ak
2022-03-10T10:47:05.630Z,18.0093333333333,-66.7451666666667,6.52,2.55,md,8,136,,0.21,pr,pr71339718,2022-03-10T14:07:24.263Z,"2 km ESE of Magas Arriba, Puerto Rico",earthquake,0.59,0.68,0.0905617971362411,7,reviewed,pr,pr
2022-03-10T10:45:41.801Z,38.1607,-118.1684,11.2,0.7,ml,9,165.17,0.269,0.1256,nn,nn00835168,2022-03-11T02:37:20.040Z,"26 km SSW of Mina, Nevada",earthquake,,5.6,0.29,2,reviewed,nn,nn
2022-03-10T10:37:14.650Z,52.0791666666667,-174.35,7.45,0.39,ml,5,228,,0.07,av,av91051463,2022-03-11T01:23:51.400Z,"16 km SW of Atka, Alaska",earthquake,1.37,1.5,0.341119393505626,5,reviewed,av,av
2022-03-10T10:36:06.180Z,19.1844997406006,-155.474838256836,34.2000007629395,2.22000003,md,33,199,,0.140000001,hv,hv72945747,2022-03-10T10:39:17.920Z,"2 km S of Pāhala, Hawaii",earthquake,1.15,0.879999995,2.22000003,4,automatic,hv,hv
2022-03-10T10:08:21.730Z,44.2806667,-115.1858333,10.34,2.15,ml,11,83,0.83,0.26,mb,mb80540054,2022-03-10T15:34:07.720Z,"20 km WNW of Stanley, Idaho",earthquake,0.63,1.31,0.168,10,reviewed,mb,mb
2022-03-10T09:58:26.750Z,35.7818333,-117.5985,5.94,1.04,ml,15,142,0.03384,0.1,ci,ci40204160,2022-03-10T17:09:38.158Z,"18km W of Searles Valley, CA",earthquake,0.21,0.37,0.101,5,reviewed,ci,ci
2022-03-10T09:58:14.070Z,46.30683333333333,-122.23283333333333,5.42,0.33,ml,14,119,0.02244,0.12,uw,uw61821401,2022-03-10T18:40:35.380Z,"28 km S of Morton, Washington",earthquake,0.42,0.61,0.20084658432711122,7,reviewed,uw,uw
2022-03-10T09:46:49.510Z,34.03,-117.156,11.57,0.37,ml,10,159,0.1801,0.09,ci,ci37490213,2022-03-10T17:03:30.055Z,"4km SE of Redlands, CA",earthquake,0.42,1.93,0.144,4,reviewed,ci,ci
2022-03-10T09:46:48.440Z,32.9185,-116.2363333,11.1,1.11,ml,44,84,0.06689,0.21,ci,ci40204152,2022-03-10T16:59:33.860Z,"27km SSW of Ocotillo Wells, CA",earthquake,0.21,0.45,0.187,16,reviewed,ci,ci
2022-03-10T09:45:21.800Z,19.1771659851074,-155.503662109375,36.4099998474121,1.86000001,md,44,89,,0.129999995,hv,hv72945712,2022-03-10T09:48:38.550Z,"3 km SW of Pāhala, Hawaii",earthquake,0.61,0.75999999,0.800000012,12,automatic,hv,hv
2022-03-10T09:45:18.463Z,59.5593,-151.203,7.7,1.8,ml,,,,0.88,ak,ak022369pj5y,2022-03-10T09:47:10.141Z,"4 km SSE of Halibut Cove, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-03-10T09:35:42.290Z,35.6666667,-117.4388333,4.67,1.21,ml,17,121,0.08223,0.17,ci,ci40204144,2022-03-10T14:20:27.210Z,"12km SSW of Searles Valley, CA",earthquake,0.44,1,0.206,16,reviewed,ci,ci
2022-03-10T09:32:24.360Z,53.8508333333333,-166.628166666667,9.33,-0.36,ml,5,156,,0.1,av,av91051458,2022-03-11T01:11:02.290Z,"6 km WSW of Unalaska, Alaska",earthquake,0.44,0.8,0.281741844915883,4,reviewed,av,av
2022-03-10T09:28:22.531Z,63.4211,-151.3858,0,1.6,ml,,,,1.05,ak,ak022369lwb4,2022-03-10T09:32:41.430Z,"21 km SE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-10T09:28:07.050Z,19.2023334503174,-155.474838256836,35.4000015258789,2.32,ml,50,90,,0.100000001,hv,hv72945702,2022-03-11T08:04:45.040Z,"0 km E of Pāhala, Hawaii",earthquake,0.4,0.649999976,3.92,16,automatic,hv,hv
2022-03-10T09:25:13.908Z,63.4669,-151.3745,5.1,2.1,ml,,,,0.93,ak,ak022369l8hv,2022-03-10T09:29:02.756Z,"19 km ESE of Denali National Park, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-03-10T09:09:42.610Z,46.9115,-112.5081667,12.97,1.23,ml,15,75,0.063,0.2,mb,mb80540049,2022-03-10T15:20:32.380Z,"14 km ESE of Lincoln, Montana",earthquake,0.45,0.53,0.153,6,reviewed,mb,mb
2022-03-10T09:07:53.770Z,45.438,-112.0913333,5.93,0.49,ml,6,107,0.208,0.07,mb,mb80540124,2022-03-10T18:54:54.080Z,"8 km ESE of Sheridan, Montana",earthquake,0.36,5.65,0.255,3,reviewed,mb,mb
2022-03-10T09:01:13.240Z,39.3101667,-123.2511667,0.19,2.25,md,44,48,0.042,0.09,nc,nc73703721,2022-03-11T03:30:15.487Z,"6km NW of Redwood Valley, CA",earthquake,0.1,0.33,0.172,35,reviewed,nc,nc
2022-03-10T08:59:17.964Z,64.4135,-147.45,17,1.3,ml,,,,0.54,ak,ak02236973jo,2022-03-10T09:01:32.213Z,"29 km WSW of Salcha, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-03-10T08:45:35.449Z,46.0198,-73.6209,14.82,2.3,ml,,112,0.519,0.26,us,us6000h3ql,2022-03-13T21:09:52.040Z,"8 km SW of Saint-Ambroise, Canada",earthquake,2.2,7.9,0.074,24,reviewed,us,us
2022-03-10T08:34:30.921Z,-20.3649,-68.9407,117.24,4.2,mb,,53,0.732,0.42,us,us6000h3if,2022-03-10T08:56:28.040Z,"127 km E of Iquique, Chile",earthquake,5.2,5.7,0.175,10,reviewed,us,us
2022-03-10T08:30:47.230Z,41.0741667,-111.5661667,5.7,1.01,md,6,215,0.2111,0.16,uu,uu60485077,2022-03-10T16:16:17.790Z,"8 km NW of Henefer, Utah",earthquake,1.52,9.95,0.287,4,reviewed,uu,uu
2022-03-10T08:26:00.448Z,63.4242,-151.4222,5.4,1.4,ml,,,,1.08,ak,ak022368zzkj,2022-03-10T08:31:54.204Z,"19 km SE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-10T08:13:10.360Z,38.8215,-122.7995,1.62,1.15,md,42,30,0.008474,0.03,nc,nc73703711,2022-03-11T19:39:16.556Z,"6km NW of The Geysers, CA",earthquake,0.13,0.2,0.262,10,reviewed,nc,nc
2022-03-10T08:10:02.230Z,38.7726669,-122.7091675,1.32,0.33,md,8,92,0.008935,0.01,nc,nc73703706,2022-03-10T10:27:12.513Z,"2km W of Anderson Springs, CA",earthquake,0.32,0.6,0.01,2,automatic,nc,nc
2022-03-10T08:07:53.340Z,19.1655006408691,-155.490493774414,34.2799987792969,2.00999999,md,37,113,,0.140000001,hv,hv72945627,2022-03-10T08:11:05.610Z,"4 km SSW of Pāhala, Hawaii",earthquake,0.67,1.01999998,1.00999999,8,automatic,hv,hv
2022-03-10T08:02:47.051Z,39.3841,-119.6158,4.4,0.7,ml,7,115.31,0.093,0.1211,nn,nn00835167,2022-03-11T02:37:12.224Z,"8 km NNE of Virginia City, Nevada",earthquake,,4.2,0.2,4,reviewed,nn,nn
2022-03-10T08:00:42.855Z,59.7741,-152.7852,85.5,2.5,ml,,,,0.61,ak,ak022368ui64,2022-03-10T14:43:20.867Z,"53 km W of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-03-10T07:56:23.670Z,19.3276666666667,-155.114166666667,6.59,2.58,ml,30,144,,0.08,hv,hv72945607,2022-03-10T18:58:35.890Z,"15 km S of Fern Forest, Hawaii",earthquake,0.41,0.5,0.166973695320514,30,reviewed,hv,hv
2022-03-10T07:55:46.140Z,19.2071666666667,-155.374333333333,33.19,1.76,md,42,160,,0.11,hv,hv72945602,2022-03-10T18:46:27.010Z,"10 km E of Pāhala, Hawaii",earthquake,0.56,0.81,0.213359930046681,19,reviewed,hv,hv
2022-03-10T07:47:43.960Z,38.7784996,-122.768837,1.33,0.55,md,13,89,0.008134,0.02,nc,nc73703696,2022-03-10T10:01:12.384Z,"1km W of The Geysers, CA",earthquake,0.32,0.55,0.4,4,automatic,nc,nc
2022-03-10T07:44:53.303Z,64.8537,-152.2499,8.7,1.6,ml,,,,0.81,ak,ak022368iixe,2022-03-10T07:47:25.582Z,"36 km SSW of Tanana, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-03-10T07:40:45.920Z,38.7854996,-122.7476654,3,0.46,md,14,81,0.008844,0.02,nc,nc73703691,2022-03-10T09:34:14.223Z,"1km NE of The Geysers, CA",earthquake,0.31,0.85,0.17,4,automatic,nc,nc
2022-03-10T07:34:16.930Z,38.8165016,-122.8251648,1.97,0.36,md,9,100,0.008242,0.02,nc,nc73703686,2022-03-10T09:08:14.072Z,"7km NW of The Geysers, CA",earthquake,0.39,1.02,,1,automatic,nc,nc
2022-03-10T07:33:12.560Z,33.7518333,-117.536,6.99,0.7,ml,24,60,0.07472,0.15,ci,ci40204128,2022-03-10T16:48:39.253Z,"11km NNE of Trabuco Canyon, CA",earthquake,0.22,0.47,0.153,8,reviewed,ci,ci
2022-03-10T07:22:07.917Z,60.3997,-152.2924,91.7,2.6,ml,,,,0.56,ak,ak022368dpp4,2022-03-10T08:26:03.040Z,"52 km NW of Ninilchik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-03-10T07:21:59.716Z,63.4745,-150.2495,9.6,1.2,ml,,,,0.1,ak,ak022368dlyb,2022-03-10T07:24:39.738Z,"65 km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-10T07:17:45.390Z,19.1948337554932,-155.474502563477,34.9199981689453,2.27,ml,51,89,,0.119999997,hv,hv72945587,2022-03-10T08:12:03.040Z,"0 km SSE of Pāhala, Hawaii",earthquake,0.45,0.730000019,3.73,10,automatic,hv,hv
2022-03-10T07:14:08.830Z,17.9528333333333,-67.018,10.08,1.93,md,3,224,,0.06,pr,pr71339713,2022-03-10T08:27:35.440Z,"3 km SE of La Parguera, Puerto Rico",earthquake,0.8,0.81,0.0219102384434269,2,reviewed,pr,pr
2022-03-10T07:04:44.340Z,19.199499130249,-155.397338867188,32.5999984741211,1.73000002,md,43,159,,0.129999995,hv,hv72945577,2022-03-10T07:07:49.860Z,"8 km E of Pāhala, Hawaii",earthquake,0.59,0.870000005,1.07000005,8,automatic,hv,hv
2022-03-10T07:01:09.592Z,64.8492,-152.4231,3.4,1.9,ml,,,,0.72,ak,ak02236897yd,2022-03-10T07:14:20.792Z,"39 km SSW of Tanana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-03-10T07:00:30.710Z,33.676,-116.7713333,10.95,0.25,ml,10,132,0.05918,0.14,ci,ci40204120,2022-03-10T14:19:55.923Z,"9km SW of Idyllwild, CA",earthquake,0.45,0.74,0.067,6,reviewed,ci,ci
2022-03-10T06:44:54.570Z,44.4243333,-112.7483333,13.95,0.94,ml,9,130,0.167,0.11,mb,mb80540114,2022-03-10T18:47:32.210Z,"26 km SSW of Lima, Montana",earthquake,0.58,0.68,0.104,5,reviewed,mb,mb
2022-03-10T06:39:12.400Z,33.4788333,-116.4378333,13.39,1.58,ml,48,39,0.1337,0.2,ci,ci40204112,2022-03-10T14:20:33.470Z,"23km ESE of Anza, CA",earthquake,0.25,0.54,0.112,26,reviewed,ci,ci
2022-03-10T06:37:47.530Z,40.24,-124.1218333,12.96,2.4,md,25,125,0.05343,0.12,nc,nc73703681,2022-03-11T08:13:15.273Z,"17km SE of Petrolia, CA",earthquake,0.23,0.39,0.138,27,reviewed,nc,nc
2022-03-10T06:37:41.447Z,-41.0497,-87.7827,10,4.6,mb,,209,11.003,0.57,us,us6000h3hr,2022-03-10T06:55:33.040Z,"West Chile Rise",earthquake,12.1,1.9,0.102,30,reviewed,us,us
2022-03-10T06:36:46.060Z,33.4793333,-116.4315,14.86,0.6,ml,32,116,0.1341,0.16,ci,ci40204104,2022-03-10T16:38:50.202Z,"23km SSW of La Quinta, CA",earthquake,0.23,0.37,0.114,12,reviewed,ci,ci
2022-03-10T06:28:37.680Z,38.822834,-122.7663345,2.13,0.9,md,14,116,0.008122,0.03,nc,nc73703676,2022-03-10T08:27:13.856Z,"4km W of Cobb, CA",earthquake,0.32,0.67,0.3,2,automatic,nc,nc
2022-03-10T06:27:07.400Z,40.2413333,-124.1278333,13.53,1.85,md,16,131,0.05819,0.1,nc,nc73703671,2022-03-11T07:58:15.163Z,"16km SE of Petrolia, CA",earthquake,0.27,0.47,0.17,14,reviewed,nc,nc
2022-03-10T06:21:28.070Z,19.2016658782959,-155.465835571289,30.4099998474121,1.82000005,md,45,100,,0.109999999,hv,hv72945537,2022-03-10T06:24:36.870Z,"1 km E of Pāhala, Hawaii",earthquake,0.51,0.689999998,0.920000017,7,automatic,hv,hv
2022-03-10T06:13:22.430Z,19.2398338317871,-155.390670776367,31.6900005340576,1.88999999,md,41,157,,0.109999999,hv,hv72945532,2022-03-10T06:16:30.590Z,"10 km ENE of Pāhala, Hawaii",earthquake,0.54,0.709999979,0.360000014,7,automatic,hv,hv
2022-03-10T06:09:44.300Z,19.2266674041748,-155.392669677734,33.6100006103516,1.84000003,md,41,147,,0.119999997,hv,hv72945527,2022-03-10T06:12:51.830Z,"9 km ENE of Pāhala, Hawaii",earthquake,0.53,0.800000012,0.689999998,8,automatic,hv,hv
2022-03-10T06:03:45.630Z,35.7508333,-117.5848333,3.57,0.57,ml,13,142,0.06558,0.12,ci,ci37490197,2022-03-10T16:06:30.167Z,"16km W of Searles Valley, CA",earthquake,0.26,0.59,0.221,4,reviewed,ci,ci
2022-03-10T06:03:25.598Z,-24.2556,-179.7661,518.81,4.5,mb,,118,5.252,0.79,us,us6000h3hj,2022-03-10T06:30:32.040Z,"south of the Fiji Islands",earthquake,13.1,8.3,0.076,51,reviewed,us,us
2022-03-10T06:03:23.380Z,35.7581667,-117.5773333,4.73,0.58,ml,11,144,0.05975,0.13,ci,ci37490205,2022-03-10T16:02:28.496Z,"16km W of Searles Valley, CA",earthquake,0.29,0.42,0.138,2,reviewed,ci,ci
2022-03-10T06:03:20.290Z,35.7553333,-117.5761667,4.77,0.54,ml,14,96,0.06273,0.17,ci,ci40204088,2022-03-10T15:59:23.759Z,"16km W of Searles Valley, CA",earthquake,0.28,0.6,0.147,5,reviewed,ci,ci
2022-03-10T06:02:48.060Z,39.409,-110.2801667,-3.44,1.62,md,8,207,0.03793,0.25,uu,uu60485072,2022-03-10T16:10:58.210Z,"18 km SSE of Sunnyside, Utah",earthquake,2.07,3.89,0.152,6,reviewed,uu,uu
2022-03-10T05:57:39.666Z,55.16,162.2313,35,4.6,mb,,110,3.005,0.89,us,us6000h3hh,2022-03-10T06:17:45.040Z,"119 km S of Ust’-Kamchatsk Staryy, Russia",earthquake,2.9,2,0.037,214,reviewed,us,us
2022-03-10T05:53:29.140Z,39.4198333,-110.3073333,-1.97,1.72,md,6,197,0.01441,0.07,uu,uu60485067,2022-03-10T16:10:33.880Z,"16 km SSE of Sunnyside, Utah",earthquake,1.25,1.26,0.259,6,reviewed,uu,uu
2022-03-10T05:39:49.260Z,38.8154984,-122.815834,3.06,0.84,md,8,98,0.009079,0.01,nc,nc73703666,2022-03-10T06:06:13.024Z,"7km NW of The Geysers, CA",earthquake,0.64,1.61,,1,automatic,nc,nc
2022-03-10T05:31:47.770Z,17.9655,-66.9825,11.42,2.33,md,3,215,,0.15,pr,pr71339708,2022-03-10T06:46:43.530Z,"6 km E of La Parguera, Puerto Rico",earthquake,11.06,4.73,0.0278793412592404,2,reviewed,pr,pr
2022-03-10T05:30:35.520Z,34.0298333,-117.1581667,10.15,0.87,ml,35,95,0.03841,0.17,ci,ci40204080,2022-03-10T18:47:09.770Z,"4km SE of Redlands, CA",earthquake,0.22,0.4,0.08,16,reviewed,ci,ci
2022-03-10T05:27:58.156Z,63.8903,-148.5619,6.3,1.6,ml,,,,0.81,ak,ak02236780x2,2022-03-10T05:31:30.249Z,"Central Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-10T05:19:05.690Z,35.7536667,-90.2276667,7.09,1.5,md,13,88,0.07225,0.2,nm,nm60376062,2022-03-14T14:59:30.350Z,"2 km N of Etowah, Arkansas",earthquake,0.4,1.13,0.166,12,reviewed,nm,nm
2022-03-10T05:15:21.309Z,36.757,-116.148,4.6,0,ml,9,142.96,0.035,0.13,nn,nn00835160,2022-03-10T20:58:53.170Z,"47 km WNW of Indian Springs, Nevada",earthquake,,1.9,0.17,4,reviewed,nn,nn
2022-03-10T05:11:44.050Z,51.6911666666667,-179.024166666667,10.56,1.49,ml,6,270,,0.2,av,av91508486,2022-03-10T19:24:19.780Z,"166 km W of Adak, Alaska",earthquake,1.49,1.72,0.274700440802794,6,reviewed,av,av
2022-03-10T05:08:13.686Z,36.7868,-115.9396,11.8,-0.2,ml,6,217.71,0.012,0.1579,nn,nn00835159,2022-03-10T20:49:33.596Z,"34 km NW of Indian Springs, Nevada",earthquake,,2.2,0.06,3,reviewed,nn,nn
2022-03-10T05:02:25.035Z,36.7873,-115.9333,11,0.7,ml,14,120.65,0.014,0.1835,nn,nn00835146,2022-03-10T18:24:26.763Z,"33 km NW of Indian Springs, Nevada",earthquake,,1.3,0.41,9,reviewed,nn,nn
2022-03-10T05:00:59.132Z,36.7861,-115.9394,10.8,0.4,ml,15,119.4,0.013,0.1766,nn,nn00835144,2022-03-10T18:15:06.565Z,"33 km NW of Indian Springs, Nevada",earthquake,,1.2,0.48,8,reviewed,nn,nn
2022-03-10T05:00:38.430Z,37.5145,-118.8915,2.51,0.36,md,5,207,0.09024,0.11,nc,nc73703651,2022-03-10T19:37:17.709Z,"16km SSE of Mammoth Lakes, CA",earthquake,1.35,31.61,0.139,6,reviewed,nc,nc
2022-03-10T04:57:58.840Z,33.487,-116.5593333,8.12,0.77,ml,36,48,0.03719,0.14,ci,ci40204056,2022-03-10T18:35:42.260Z,"13km SE of Anza, CA",earthquake,0.16,0.36,0.158,21,reviewed,ci,ci
2022-03-10T04:55:07.880Z,38.8441667,-122.807,3.1,-0.03,md,4,288,0.01422,0.05,nc,nc73703646,2022-03-10T18:38:06.675Z,"8km WNW of Cobb, CA",earthquake,1.57,0.56,,1,reviewed,nc,nc
2022-03-10T04:51:19.630Z,38.776,-122.7461667,0.91,2.19,md,59,26,0.01033,0.06,nc,nc73703641,2022-03-11T06:17:24.528Z,"1km E of The Geysers, CA",earthquake,0.13,0.17,0.137,31,reviewed,nc,nc
2022-03-10T04:51:18.940Z,60.8178333333333,-152.942166666667,10.61,0.02,ml,5,224,,0.1,av,av91051448,2022-03-11T00:24:30.450Z,"91 km W of Nikiski, Alaska",earthquake,1.34,3.63,0.189989847272105,5,reviewed,av,av
2022-03-10T04:45:38.170Z,36.0673333,-120.1841667,11.29,1.64,md,29,147,0.1028,0.07,nc,nc73703636,2022-03-11T05:28:11.381Z,"9km NW of Avenal, CA",earthquake,0.28,0.56,0.167,19,reviewed,nc,nc
2022-03-10T04:37:36.051Z,59.0159,-135.2962,1.7,1.9,ml,,,,0.4,ak,ak022366oorp,2022-03-10T04:39:19.499Z,"16 km SSE of Mud Bay, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-03-10T04:36:28.450Z,17.9408333333333,-66.9778333333333,10.37,2.25,md,5,222,,0.12,pr,pr71339703,2022-03-10T07:12:06.530Z,"8 km WSW of Guánica, Puerto Rico",earthquake,0.85,1.24,0.165217912986663,4,reviewed,pr,pr
2022-03-10T04:34:17.079Z,35.09916667,-95.53116667,7.52,1.99,ml,57,98,0.1142775748,0.23,ok,ok2022eupg,2022-03-10T13:26:20.268Z,"12 km ESE of Crowder, Oklahoma",earthquake,,0.6,0.27,14,reviewed,ok,ok
2022-03-10T04:31:15.330Z,19.1788330078125,-155.473663330078,33.7700004577637,2.01999998,md,44,84,,0.119999997,hv,hv72945477,2022-03-10T04:34:30.790Z,"2 km S of Pāhala, Hawaii",earthquake,0.53,0.709999979,0.819999993,15,automatic,hv,hv
2022-03-10T04:26:53.722Z,3.9055,95.9134,50.06,5.1,mb,,130,3.071,0.9,us,us6000h3h3,2022-03-11T02:30:19.709Z,"35 km SW of Meulaboh, Indonesia",earthquake,8.3,6,0.052,125,reviewed,us,us
2022-03-10T04:24:28.110Z,19.1688333333333,-155.485166666667,35.13,2.9,ml,55,149,,0.11,hv,hv72945472,2022-03-11T02:13:24.040Z,"3 km S of Pāhala, Hawaii",earthquake,0.53,0.59,0.186422697100957,32,reviewed,hv,hv
2022-03-10T04:16:17.980Z,33.2295,-116.7323333,12.25,0.83,ml,39,32,0.02307,0.17,ci,ci40204032,2022-03-10T18:21:04.623Z,"3km ESE of Lake Henshaw, CA",earthquake,0.19,0.44,0.114,21,reviewed,ci,ci
